Series ID,Year,Period,Label,Value
CUUR0000SEFC,1957,M10,1957 Oct,29.6
CUUR0000SEFC,1957,M11,1957 Nov,29.5
CUUR0000SEFC,1957,M12,1957 Dec,30.1
CUUR0000SEFC,1958,M01,1958 Jan,31.5
CUUR0000SEFC,1958,M02,1958 Feb,32.1
CUUR0000SEFC,1958,M03,1958 Mar,32.9
CUUR0000SEFC,1958,M04,1958 Apr,34.0
CUUR0000SEFC,1958,M05,1958 May,34.0
CUUR0000SEFC,1958,M06,1958 Jun,34.2
CUUR0000SEFC,1958,M07,1958 Jul,34.2
CUUR0000SEFC,1958,M08,1958 Aug,33.5
CUUR0000SEFC,1958,M09,1958 Sep,33.4
CUUR0000SEFC,1958,M10,1958 Oct,33.6
CUUR0000SEFC,1958,M11,1958 Nov,33.7
CUUR0000SEFC,1958,M12,1958 Dec,33.8
CUUR0000SEFC,1959,M01,1959 Jan,34.4
CUUR0000SEFC,1959,M02,1959 Feb,34.6
CUUR0000SEFC,1959,M03,1959 Mar,34.5
CUUR0000SEFC,1959,M04,1959 Apr,34.5
CUUR0000SEFC,1959,M05,1959 May,34.7
CUUR0000SEFC,1959,M06,1959 Jun,34.6
CUUR0000SEFC,1959,M07,1959 Jul,34.8
CUUR0000SEFC,1959,M08,1959 Aug,34.2
CUUR0000SEFC,1959,M09,1959 Sep,34.2
CUUR0000SEFC,1959,M10,1959 Oct,34.2
CUUR0000SEFC,1959,M11,1959 Nov,34.1
CUUR0000SEFC,1959,M12,1959 Dec,34.0
CUUR0000SEFC,1960,M01,1960 Jan,33.8
CUUR0000SEFC,1960,M02,1960 Feb,33.6
CUUR0000SEFC,1960,M03,1960 Mar,33.7
CUUR0000SEFC,1960,M04,1960 Apr,34.1
CUUR0000SEFC,1960,M05,1960 May,34.0
CUUR0000SEFC,1960,M06,1960 Jun,33.8
CUUR0000SEFC,1960,M07,1960 Jul,33.6
CUUR0000SEFC,1960,M08,1960 Aug,33.4
CUUR0000SEFC,1960,M09,1960 Sep,33.2
CUUR0000SEFC,1960,M10,1960 Oct,33.0
CUUR0000SEFC,1960,M11,1960 Nov,32.9
CUUR0000SEFC,1960,M12,1960 Dec,33.3
CUUR0000SEFC,1961,M01,1961 Jan,33.9
CUUR0000SEFC,1961,M02,1961 Feb,34.0
CUUR0000SEFC,1961,M03,1961 Mar,33.7
CUUR0000SEFC,1961,M04,1961 Apr,33.5
CUUR0000SEFC,1961,M05,1961 May,33.1
CUUR0000SEFC,1961,M06,1961 Jun,32.4
CUUR0000SEFC,1961,M07,1961 Jul,32.1
CUUR0000SEFC,1961,M08,1961 Aug,32.0
CUUR0000SEFC,1961,M09,1961 Sep,32.5
CUUR0000SEFC,1961,M10,1961 Oct,32.6
CUUR0000SEFC,1961,M11,1961 Nov,32.9
CUUR0000SEFC,1961,M12,1961 Dec,33.2
CUUR0000SEFC,1962,M01,1962 Jan,33.4
CUUR0000SEFC,1962,M02,1962 Feb,33.6
CUUR0000SEFC,1962,M03,1962 Mar,33.6
CUUR0000SEFC,1962,M04,1962 Apr,33.7
CUUR0000SEFC,1962,M05,1962 May,33.6
CUUR0000SEFC,1962,M06,1962 Jun,33.4
CUUR0000SEFC,1962,M07,1962 Jul,33.5
CUUR0000SEFC,1962,M08,1962 Aug,33.8
CUUR0000SEFC,1962,M09,1962 Sep,35.7
CUUR0000SEFC,1962,M10,1962 Oct,35.2
CUUR0000SEFC,1962,M11,1962 Nov,35.2
CUUR0000SEFC,1962,M12,1962 Dec,35.3
CUUR0000SEFC,1963,M01,1963 Jan,35.2
CUUR0000SEFC,1963,M02,1963 Feb,35.0
CUUR0000SEFC,1963,M03,1963 Mar,34.5
CUUR0000SEFC,1963,M04,1963 Apr,33.3
CUUR0000SEFC,1963,M05,1963 May,33.2
CUUR0000SEFC,1963,M06,1963 Jun,32.8
CUUR0000SEFC,1963,M07,1963 Jul,33.1
CUUR0000SEFC,1963,M08,1963 Aug,33.7
CUUR0000SEFC,1963,M09,1963 Sep,33.8
CUUR0000SEFC,1963,M10,1963 Oct,33.7
CUUR0000SEFC,1963,M11,1963 Nov,33.7
CUUR0000SEFC,1963,M12,1963 Dec,33.2
CUUR0000SEFC,1964,M01,1964 Jan,32.9
CUUR0000SEFC,1964,M02,1964 Feb,32.9
CUUR0000SEFC,1964,M03,1964 Mar,32.4
CUUR0000SEFC,1964,M04,1964 Apr,32.4
CUUR0000SEFC,1964,M05,1964 May,32.1
CUUR0000SEFC,1964,M06,1964 Jun,31.8
CUUR0000SEFC,1964,M07,1964 Jul,32.6
CUUR0000SEFC,1964,M08,1964 Aug,32.7
CUUR0000SEFC,1964,M09,1964 Sep,33.8
CUUR0000SEFC,1964,M10,1964 Oct,33.7
CUUR0000SEFC,1964,M11,1964 Nov,33.2
CUUR0000SEFC,1964,M12,1964 Dec,33.1
CUUR0000SEFC,1965,M01,1965 Jan,33.2
CUUR0000SEFC,1965,M02,1965 Feb,32.9
CUUR0000SEFC,1965,M03,1965 Mar,33.0
CUUR0000SEFC,1965,M04,1965 Apr,33.0
CUUR0000SEFC,1965,M05,1965 May,33.4
CUUR0000SEFC,1965,M06,1965 Jun,35.3
CUUR0000SEFC,1965,M07,1965 Jul,35.7
CUUR0000SEFC,1965,M08,1965 Aug,35.4
CUUR0000SEFC,1965,M09,1965 Sep,35.3
CUUR0000SEFC,1965,M10,1965 Oct,35.1
CUUR0000SEFC,1965,M11,1965 Nov,34.9
CUUR0000SEFC,1965,M12,1965 Dec,35.0
CUUR0000SEFC,1966,M01,1966 Jan,35.2
CUUR0000SEFC,1966,M02,1966 Feb,35.8
CUUR0000SEFC,1966,M03,1966 Mar,36.6
CUUR0000SEFC,1966,M04,1966 Apr,37.0
CUUR0000SEFC,1966,M05,1966 May,36.5
CUUR0000SEFC,1966,M06,1966 Jun,36.3
CUUR0000SEFC,1966,M07,1966 Jul,36.1
CUUR0000SEFC,1966,M08,1966 Aug,36.1
CUUR0000SEFC,1966,M09,1966 Sep,36.2
CUUR0000SEFC,1966,M10,1966 Oct,36.3
CUUR0000SEFC,1966,M11,1966 Nov,35.8
CUUR0000SEFC,1966,M12,1966 Dec,36.0
CUUR0000SEFC,1967,M01,1967 Jan,35.7
CUUR0000SEFC,1967,M02,1967 Feb,36.0
CUUR0000SEFC,1967,M03,1967 Mar,35.8
CUUR0000SEFC,1967,M04,1967 Apr,35.6
CUUR0000SEFC,1967,M05,1967 May,35.4
CUUR0000SEFC,1967,M06,1967 Jun,36.2
CUUR0000SEFC,1967,M07,1967 Jul,36.5
CUUR0000SEFC,1967,M08,1967 Aug,36.7
CUUR0000SEFC,1967,M09,1967 Sep,37.2
CUUR0000SEFC,1967,M10,1967 Oct,37.2
CUUR0000SEFC,1967,M11,1967 Nov,37.2
CUUR0000SEFC,1967,M12,1967 Dec,37.2
CUUR0000SEFC,1968,M01,1968 Jan,37.3
CUUR0000SEFC,1968,M02,1968 Feb,37.4
CUUR0000SEFC,1968,M03,1968 Mar,37.4
CUUR0000SEFC,1968,M04,1968 Apr,37.3
CUUR0000SEFC,1968,M05,1968 May,37.7
CUUR0000SEFC,1968,M06,1968 Jun,37.7
CUUR0000SEFC,1968,M07,1968 Jul,37.9
CUUR0000SEFC,1968,M08,1968 Aug,38.2
CUUR0000SEFC,1968,M09,1968 Sep,38.3
CUUR0000SEFC,1968,M10,1968 Oct,38.4
CUUR0000SEFC,1968,M11,1968 Nov,38.5
CUUR0000SEFC,1968,M12,1968 Dec,38.2
CUUR0000SEFC,1969,M01,1969 Jan,39.0
CUUR0000SEFC,1969,M02,1969 Feb,39.0
CUUR0000SEFC,1969,M03,1969 Mar,39.0
CUUR0000SEFC,1969,M04,1969 Apr,40.3
CUUR0000SEFC,1969,M05,1969 May,41.2
CUUR0000SEFC,1969,M06,1969 Jun,43.3
CUUR0000SEFC,1969,M07,1969 Jul,44.0
CUUR0000SEFC,1969,M08,1969 Aug,43.6
CUUR0000SEFC,1969,M09,1969 Sep,43.5
CUUR0000SEFC,1969,M10,1969 Oct,42.8
CUUR0000SEFC,1969,M11,1969 Nov,42.3
CUUR0000SEFC,1969,M12,1969 Dec,42.0
CUUR0000SEFC,1970,M01,1970 Jan,42.5
CUUR0000SEFC,1970,M02,1970 Feb,42.8
CUUR0000SEFC,1970,M03,1970 Mar,43.0
CUUR0000SEFC,1970,M04,1970 Apr,43.9
CUUR0000SEFC,1970,M05,1970 May,43.7
CUUR0000SEFC,1970,M06,1970 Jun,43.5
CUUR0000SEFC,1970,M07,1970 Jul,44.0
CUUR0000SEFC,1970,M08,1970 Aug,44.1
CUUR0000SEFC,1970,M09,1970 Sep,44.0
CUUR0000SEFC,1970,M10,1970 Oct,43.9
CUUR0000SEFC,1970,M11,1970 Nov,43.4
CUUR0000SEFC,1970,M12,1970 Dec,43.1
CUUR0000SEFC,1971,M01,1971 Jan,43.1
CUUR0000SEFC,1971,M02,1971 Feb,43.7
CUUR0000SEFC,1971,M03,1971 Mar,44.5
CUUR0000SEFC,1971,M04,1971 Apr,45.2
CUUR0000SEFC,1971,M05,1971 May,45.3
CUUR0000SEFC,1971,M06,1971 Jun,45.9
CUUR0000SEFC,1971,M07,1971 Jul,46.1
CUUR0000SEFC,1971,M08,1971 Aug,46.1
CUUR0000SEFC,1971,M09,1971 Sep,46.5
CUUR0000SEFC,1971,M10,1971 Oct,46.3
CUUR0000SEFC,1971,M11,1971 Nov,46.1
CUUR0000SEFC,1971,M12,1971 Dec,46.6
CUUR0000SEFC,1972,M01,1972 Jan,47.6
CUUR0000SEFC,1972,M02,1972 Feb,49.5
CUUR0000SEFC,1972,M03,1972 Mar,49.9
CUUR0000SEFC,1972,M04,1972 Apr,49.5
CUUR0000SEFC,1972,M05,1972 May,48.8
CUUR0000SEFC,1972,M06,1972 Jun,49.4
CUUR0000SEFC,1972,M07,1972 Jul,50.7
CUUR0000SEFC,1972,M08,1972 Aug,51.0
CUUR0000SEFC,1972,M09,1972 Sep,50.3
CUUR0000SEFC,1972,M10,1972 Oct,50.0
CUUR0000SEFC,1972,M11,1972 Nov,50.1
CUUR0000SEFC,1972,M12,1972 Dec,49.8
CUUR0000SEFC,1973,M01,1973 Jan,52.0
CUUR0000SEFC,1973,M02,1973 Feb,55.4
CUUR0000SEFC,1973,M03,1973 Mar,58.3
CUUR0000SEFC,1973,M04,1973 Apr,59.3
CUUR0000SEFC,1973,M05,1973 May,59.2
CUUR0000SEFC,1973,M06,1973 Jun,59.5
CUUR0000SEFC,1973,M07,1973 Jul,59.8
CUUR0000SEFC,1973,M08,1973 Aug,63.8
CUUR0000SEFC,1973,M09,1973 Sep,64.4
CUUR0000SEFC,1973,M10,1973 Oct,62.1
CUUR0000SEFC,1973,M11,1973 Nov,61.0
CUUR0000SEFC,1973,M12,1973 Dec,60.3
CUUR0000SEFC,1974,M01,1974 Jan,61.4
CUUR0000SEFC,1974,M02,1974 Feb,66.0
CUUR0000SEFC,1974,M03,1974 Mar,64.9
CUUR0000SEFC,1974,M04,1974 Apr,61.9
CUUR0000SEFC,1974,M05,1974 May,60.3
CUUR0000SEFC,1974,M06,1974 Jun,59.6
CUUR0000SEFC,1974,M07,1974 Jul,58.6
CUUR0000SEFC,1974,M08,1974 Aug,61.5
CUUR0000SEFC,1974,M09,1974 Sep,62.9
CUUR0000SEFC,1974,M10,1974 Oct,60.7
CUUR0000SEFC,1974,M11,1974 Nov,59.6
CUUR0000SEFC,1974,M12,1974 Dec,58.3
CUUR0000SEFC,1975,M01,1975 Jan,57.7
CUUR0000SEFC,1975,M02,1975 Feb,57.0
CUUR0000SEFC,1975,M03,1975 Mar,55.8
CUUR0000SEFC,1975,M04,1975 Apr,56.3
CUUR0000SEFC,1975,M05,1975 May,60.6
CUUR0000SEFC,1975,M06,1975 Jun,64.3
CUUR0000SEFC,1975,M07,1975 Jul,67.8
CUUR0000SEFC,1975,M08,1975 Aug,66.4
CUUR0000SEFC,1975,M09,1975 Sep,64.3
CUUR0000SEFC,1975,M10,1975 Oct,64.9
CUUR0000SEFC,1975,M11,1975 Nov,63.8
CUUR0000SEFC,1975,M12,1975 Dec,63.6
CUUR0000SEFC,1976,M01,1976 Jan,63.7
CUUR0000SEFC,1976,M02,1976 Feb,61.2
CUUR0000SEFC,1976,M03,1976 Mar,59.9
CUUR0000SEFC,1976,M04,1976 Apr,58.5
CUUR0000SEFC,1976,M05,1976 May,60.8
CUUR0000SEFC,1976,M06,1976 Jun,60.6
CUUR0000SEFC,1976,M07,1976 Jul,60.7
CUUR0000SEFC,1976,M08,1976 Aug,59.4
CUUR0000SEFC,1976,M09,1976 Sep,59.1
