Series ID,Year,Period,Label,Value
CUUR0000SEFF,1947,M05,1947 May,68.2
CUUR0000SEFF,1947,M06,1947 Jun,69.3
CUUR0000SEFF,1947,M07,1947 Jul,69.0
CUUR0000SEFF,1947,M08,1947 Aug,68.5
CUUR0000SEFF,1947,M09,1947 Sep,72.7
CUUR0000SEFF,1947,M10,1947 Oct,72.0
CUUR0000SEFF,1947,M11,1947 Nov,70.1
CUUR0000SEFF,1947,M12,1947 Dec,72.4
CUUR0000SEFF,1948,M01,1948 Jan,75.9
CUUR0000SEFF,1948,M02,1948 Feb,74.6
CUUR0000SEFF,1948,M03,1948 Mar,73.9
CUUR0000SEFF,1948,M04,1948 Apr,75.3
CUUR0000SEFF,1948,M05,1948 May,76.7
CUUR0000SEFF,1948,M06,1948 Jun,78.8
CUUR0000SEFF,1948,M07,1948 Jul,79.5
CUUR0000SEFF,1948,M08,1948 Aug,78.9
CUUR0000SEFF,1948,M09,1948 Sep,79.5
CUUR0000SEFF,1948,M10,1948 Oct,77.5
CUUR0000SEFF,1948,M11,1948 Nov,76.1
CUUR0000SEFF,1948,M12,1948 Dec,79.0
CUUR0000SEFF,1949,M01,1949 Jan,79.3
CUUR0000SEFF,1949,M02,1949 Feb,75.6
CUUR0000SEFF,1949,M03,1949 Mar,75.6
CUUR0000SEFF,1949,M04,1949 Apr,76.4
CUUR0000SEFF,1949,M05,1949 May,72.4
CUUR0000SEFF,1949,M06,1949 Jun,70.0
CUUR0000SEFF,1949,M07,1949 Jul,69.4
CUUR0000SEFF,1949,M08,1949 Aug,72.7
CUUR0000SEFF,1949,M09,1949 Sep,73.1
CUUR0000SEFF,1949,M10,1949 Oct,70.1
CUUR0000SEFF,1949,M11,1949 Nov,70.1
CUUR0000SEFF,1949,M12,1949 Dec,68.1
CUUR0000SEFF,1950,M01,1950 Jan,60.3
CUUR0000SEFF,1950,M02,1950 Feb,62.6
CUUR0000SEFF,1950,M03,1950 Mar,68.6
CUUR0000SEFF,1950,M04,1950 Apr,71.3
CUUR0000SEFF,1950,M05,1950 May,70.0
CUUR0000SEFF,1950,M06,1950 Jun,70.3
CUUR0000SEFF,1950,M07,1950 Jul,72.1
CUUR0000SEFF,1950,M08,1950 Aug,76.8
CUUR0000SEFF,1950,M09,1950 Sep,75.7
CUUR0000SEFF,1950,M10,1950 Oct,71.1
CUUR0000SEFF,1950,M11,1950 Nov,68.4
CUUR0000SEFF,1950,M12,1950 Dec,68.1
CUUR0000SEFF,1951,M01,1951 Jan,70.0
CUUR0000SEFF,1951,M02,1951 Feb,73.3
CUUR0000SEFF,1951,M03,1951 Mar,75.6
CUUR0000SEFF,1951,M04,1951 Apr,75.5
CUUR0000SEFF,1951,M05,1951 May,75.7
CUUR0000SEFF,1951,M06,1951 Jun,72.6
CUUR0000SEFF,1951,M07,1951 Jul,74.2
CUUR0000SEFF,1951,M08,1951 Aug,73.8
CUUR0000SEFF,1951,M09,1951 Sep,74.1
CUUR0000SEFF,1951,M10,1951 Oct,71.7
CUUR0000SEFF,1951,M11,1951 Nov,69.9
CUUR0000SEFF,1951,M12,1951 Dec,69.0
CUUR0000SEFF,1952,M01,1952 Jan,73.1
CUUR0000SEFF,1952,M02,1952 Feb,75.0
CUUR0000SEFF,1952,M03,1952 Mar,72.4
CUUR0000SEFF,1952,M04,1952 Apr,71.7
CUUR0000SEFF,1952,M05,1952 May,66.7
CUUR0000SEFF,1952,M06,1952 Jun,69.0
CUUR0000SEFF,1952,M07,1952 Jul,71.2
CUUR0000SEFF,1952,M08,1952 Aug,75.1
CUUR0000SEFF,1952,M09,1952 Sep,76.7
CUUR0000SEFF,1952,M10,1952 Oct,73.3
CUUR0000SEFF,1952,M11,1952 Nov,75.9
CUUR0000SEFF,1952,M12,1952 Dec,78.5
CUUR0000SEFF,1953,M01,1953 Jan,75.1
CUUR0000SEFF,1953,M02,1953 Feb,72.3
CUUR0000SEFF,1953,M03,1953 Mar,72.2
CUUR0000SEFF,1953,M04,1953 Apr,71.5
CUUR0000SEFF,1953,M05,1953 May,71.3
CUUR0000SEFF,1953,M06,1953 Jun,69.5
CUUR0000SEFF,1953,M07,1953 Jul,71.2
CUUR0000SEFF,1953,M08,1953 Aug,72.5
CUUR0000SEFF,1953,M09,1953 Sep,72.1
CUUR0000SEFF,1953,M10,1953 Oct,70.8
CUUR0000SEFF,1953,M11,1953 Nov,69.4
CUUR0000SEFF,1953,M12,1953 Dec,68.9
CUUR0000SEFF,1954,M01,1954 Jan,67.4
CUUR0000SEFF,1954,M02,1954 Feb,65.6
CUUR0000SEFF,1954,M03,1954 Mar,65.5
CUUR0000SEFF,1954,M04,1954 Apr,66.7
CUUR0000SEFF,1954,M05,1954 May,64.3
CUUR0000SEFF,1954,M06,1954 Jun,65.2
CUUR0000SEFF,1954,M07,1954 Jul,66.1
CUUR0000SEFF,1954,M08,1954 Aug,66.3
CUUR0000SEFF,1954,M09,1954 Sep,65.1
CUUR0000SEFF,1954,M10,1954 Oct,60.7
CUUR0000SEFF,1954,M11,1954 Nov,61.2
CUUR0000SEFF,1954,M12,1954 Dec,59.0
CUUR0000SEFF,1955,M01,1955 Jan,62.3
CUUR0000SEFF,1955,M02,1955 Feb,66.4
CUUR0000SEFF,1955,M03,1955 Mar,71.5
CUUR0000SEFF,1955,M04,1955 Apr,74.1
CUUR0000SEFF,1955,M05,1955 May,68.7
CUUR0000SEFF,1955,M06,1955 Jun,69.9
CUUR0000SEFF,1955,M07,1955 Jul,69.0
CUUR0000SEFF,1955,M08,1955 Aug,69.7
CUUR0000SEFF,1955,M09,1955 Sep,68.8
CUUR0000SEFF,1955,M10,1955 Oct,63.6
CUUR0000SEFF,1955,M11,1955 Nov,61.5
CUUR0000SEFF,1955,M12,1955 Dec,59.6
CUUR0000SEFF,1956,M01,1956 Jan,59.9
CUUR0000SEFF,1956,M02,1956 Feb,61.2
CUUR0000SEFF,1956,M03,1956 Mar,60.9
CUUR0000SEFF,1956,M04,1956 Apr,59.7
CUUR0000SEFF,1956,M05,1956 May,60.0
CUUR0000SEFF,1956,M06,1956 Jun,59.0
CUUR0000SEFF,1956,M07,1956 Jul,62.0
CUUR0000SEFF,1956,M08,1956 Aug,59.6
CUUR0000SEFF,1956,M09,1956 Sep,57.5
CUUR0000SEFF,1956,M10,1956 Oct,56.1
CUUR0000SEFF,1956,M11,1956 Nov,54.9
CUUR0000SEFF,1956,M12,1956 Dec,54.6
CUUR0000SEFF,1957,M01,1957 Jan,55.5
CUUR0000SEFF,1957,M02,1957 Feb,58.4
CUUR0000SEFF,1957,M03,1957 Mar,58.8
CUUR0000SEFF,1957,M04,1957 Apr,57.9
CUUR0000SEFF,1957,M05,1957 May,57.7
CUUR0000SEFF,1957,M06,1957 Jun,59.2
CUUR0000SEFF,1957,M07,1957 Jul,60.9
CUUR0000SEFF,1957,M08,1957 Aug,60.9
CUUR0000SEFF,1957,M09,1957 Sep,57.4
CUUR0000SEFF,1957,M10,1957 Oct,54.0
CUUR0000SEFF,1957,M11,1957 Nov,53.5
CUUR0000SEFF,1957,M12,1957 Dec,54.3
CUUR0000SEFF,1958,M01,1958 Jan,56.3
CUUR0000SEFF,1958,M02,1958 Feb,58.3
CUUR0000SEFF,1958,M03,1958 Mar,61.1
CUUR0000SEFF,1958,M04,1958 Apr,58.6
CUUR0000SEFF,1958,M05,1958 May,59.7
CUUR0000SEFF,1958,M06,1958 Jun,59.9
CUUR0000SEFF,1958,M07,1958 Jul,59.6
CUUR0000SEFF,1958,M08,1958 Aug,56.8
CUUR0000SEFF,1958,M09,1958 Sep,54.2
CUUR0000SEFF,1958,M10,1958 Oct,52.3
CUUR0000SEFF,1958,M11,1958 Nov,52.5
CUUR0000SEFF,1958,M12,1958 Dec,50.5
CUUR0000SEFF,1959,M01,1959 Jan,52.7
CUUR0000SEFF,1959,M02,1959 Feb,53.5
CUUR0000SEFF,1959,M03,1959 Mar,53.6
CUUR0000SEFF,1959,M04,1959 Apr,52.5
CUUR0000SEFF,1959,M05,1959 May,51.8
CUUR0000SEFF,1959,M06,1959 Jun,50.9
CUUR0000SEFF,1959,M07,1959 Jul,52.1
CUUR0000SEFF,1959,M08,1959 Aug,51.1
CUUR0000SEFF,1959,M09,1959 Sep,51.2
CUUR0000SEFF,1959,M10,1959 Oct,49.9
CUUR0000SEFF,1959,M11,1959 Nov,50.1
CUUR0000SEFF,1959,M12,1959 Dec,50.3
CUUR0000SEFF,1960,M01,1960 Jan,52.2
CUUR0000SEFF,1960,M02,1960 Feb,53.0
CUUR0000SEFF,1960,M03,1960 Mar,54.3
CUUR0000SEFF,1960,M04,1960 Apr,54.1
CUUR0000SEFF,1960,M05,1960 May,52.9
CUUR0000SEFF,1960,M06,1960 Jun,52.5
CUUR0000SEFF,1960,M07,1960 Jul,53.9
CUUR0000SEFF,1960,M08,1960 Aug,52.9
CUUR0000SEFF,1960,M09,1960 Sep,52.0
CUUR0000SEFF,1960,M10,1960 Oct,50.5
CUUR0000SEFF,1960,M11,1960 Nov,50.9
CUUR0000SEFF,1960,M12,1960 Dec,50.5
CUUR0000SEFF,1961,M01,1961 Jan,51.2
CUUR0000SEFF,1961,M02,1961 Feb,52.2
CUUR0000SEFF,1961,M03,1961 Mar,52.3
CUUR0000SEFF,1961,M04,1961 Apr,51.0
CUUR0000SEFF,1961,M05,1961 May,47.8
CUUR0000SEFF,1961,M06,1961 Jun,45.1
CUUR0000SEFF,1961,M07,1961 Jul,45.3
CUUR0000SEFF,1961,M08,1961 Aug,45.7
CUUR0000SEFF,1961,M09,1961 Sep,44.7
CUUR0000SEFF,1961,M10,1961 Oct,44.1
CUUR0000SEFF,1961,M11,1961 Nov,43.7
CUUR0000SEFF,1961,M12,1961 Dec,45.6
CUUR0000SEFF,1962,M01,1962 Jan,49.7
CUUR0000SEFF,1962,M02,1962 Feb,52.5
CUUR0000SEFF,1962,M03,1962 Mar,52.4
CUUR0000SEFF,1962,M04,1962 Apr,49.5
CUUR0000SEFF,1962,M05,1962 May,48.7
CUUR0000SEFF,1962,M06,1962 Jun,49.1
CUUR0000SEFF,1962,M07,1962 Jul,48.6
CUUR0000SEFF,1962,M08,1962 Aug,49.6
CUUR0000SEFF,1962,M09,1962 Sep,51.4
CUUR0000SEFF,1962,M10,1962 Oct,50.3
CUUR0000SEFF,1962,M11,1962 Nov,51.1
CUUR0000SEFF,1962,M12,1962 Dec,47.9
CUUR0000SEFF,1963,M01,1963 Jan,49.7
CUUR0000SEFF,1963,M02,1963 Feb,50.3
CUUR0000SEFF,1963,M03,1963 Mar,50.3
CUUR0000SEFF,1963,M04,1963 Apr,49.6
CUUR0000SEFF,1963,M05,1963 May,48.9
CUUR0000SEFF,1963,M06,1963 Jun,49.4
CUUR0000SEFF,1963,M07,1963 Jul,49.1
CUUR0000SEFF,1963,M08,1963 Aug,48.7
CUUR0000SEFF,1963,M09,1963 Sep,49.1
CUUR0000SEFF,1963,M10,1963 Oct,48.9
CUUR0000SEFF,1963,M11,1963 Nov,48.9
CUUR0000SEFF,1963,M12,1963 Dec,49.1
CUUR0000SEFF,1964,M01,1964 Jan,48.3
CUUR0000SEFF,1964,M02,1964 Feb,48.1
CUUR0000SEFF,1964,M03,1964 Mar,47.8
CUUR0000SEFF,1964,M04,1964 Apr,47.3
CUUR0000SEFF,1964,M05,1964 May,47.3
CUUR0000SEFF,1964,M06,1964 Jun,48.3
CUUR0000SEFF,1964,M07,1964 Jul,49.2
CUUR0000SEFF,1964,M08,1964 Aug,48.3
CUUR0000SEFF,1964,M09,1964 Sep,48.5
CUUR0000SEFF,1964,M10,1964 Oct,48.7
CUUR0000SEFF,1964,M11,1964 Nov,48.5
CUUR0000SEFF,1964,M12,1964 Dec,48.6
CUUR0000SEFF,1965,M01,1965 Jan,47.9
CUUR0000SEFF,1965,M02,1965 Feb,49.2
CUUR0000SEFF,1965,M03,1965 Mar,49.1
CUUR0000SEFF,1965,M04,1965 Apr,49.1
CUUR0000SEFF,1965,M05,1965 May,48.3
CUUR0000SEFF,1965,M06,1965 Jun,51.6
CUUR0000SEFF,1965,M07,1965 Jul,51.4
CUUR0000SEFF,1965,M08,1965 Aug,51.0
CUUR0000SEFF,1965,M09,1965 Sep,50.8
CUUR0000SEFF,1965,M10,1965 Oct,49.4
CUUR0000SEFF,1965,M11,1965 Nov,49.4
CUUR0000SEFF,1965,M12,1965 Dec,49.4
CUUR0000SEFF,1966,M01,1966 Jan,49.8
CUUR0000SEFF,1966,M02,1966 Feb,53.9
CUUR0000SEFF,1966,M03,1966 Mar,54.8
CUUR0000SEFF,1966,M04,1966 Apr,54.5
CUUR0000SEFF,1966,M05,1966 May,53.0
CUUR0000SEFF,1966,M06,1966 Jun,53.2
CUUR0000SEFF,1966,M07,1966 Jul,53.6
CUUR0000SEFF,1966,M08,1966 Aug,53.3
CUUR0000SEFF,1966,M09,1966 Sep,53.0
CUUR0000SEFF,1966,M10,1966 Oct,51.0
CUUR0000SEFF,1966,M11,1966 Nov,49.6
CUUR0000SEFF,1966,M12,1966 Dec,49.2
CUUR0000SEFF,1967,M01,1967 Jan,48.3
CUUR0000SEFF,1967,M02,1967 Feb,50.0
CUUR0000SEFF,1967,M03,1967 Mar,49.6
CUUR0000SEFF,1967,M04,1967 Apr,49.5
CUUR0000SEFF,1967,M05,1967 May,49.4
CUUR0000SEFF,1967,M06,1967 Jun,48.1
CUUR0000SEFF,1967,M07,1967 Jul,49.7
CUUR0000SEFF,1967,M08,1967 Aug,49.7
CUUR0000SEFF,1967,M09,1967 Sep,50.1
CUUR0000SEFF,1967,M10,1967 Oct,48.3
CUUR0000SEFF,1967,M11,1967 Nov,47.9
CUUR0000SEFF,1967,M12,1967 Dec,48.3
CUUR0000SEFF,1968,M01,1968 Jan,48.8
CUUR0000SEFF,1968,M02,1968 Feb,48.6
CUUR0000SEFF,1968,M03,1968 Mar,52.1
CUUR0000SEFF,1968,M04,1968 Apr,51.2
CUUR0000SEFF,1968,M05,1968 May,50.3
CUUR0000SEFF,1968,M06,1968 Jun,50.5
CUUR0000SEFF,1968,M07,1968 Jul,50.6
CUUR0000SEFF,1968,M08,1968 Aug,51.7
CUUR0000SEFF,1968,M09,1968 Sep,52.2
CUUR0000SEFF,1968,M10,1968 Oct,51.0
CUUR0000SEFF,1968,M11,1968 Nov,50.3
CUUR0000SEFF,1968,M12,1968 Dec,50.1
CUUR0000SEFF,1969,M01,1969 Jan,50.1
CUUR0000SEFF,1969,M02,1969 Feb,51.0
CUUR0000SEFF,1969,M03,1969 Mar,52.0
CUUR0000SEFF,1969,M04,1969 Apr,52.6
CUUR0000SEFF,1969,M05,1969 May,51.5
CUUR0000SEFF,1969,M06,1969 Jun,53.7
CUUR0000SEFF,1969,M07,1969 Jul,55.4
CUUR0000SEFF,1969,M08,1969 Aug,56.0
CUUR0000SEFF,1969,M09,1969 Sep,56.3
CUUR0000SEFF,1969,M10,1969 Oct,54.2
CUUR0000SEFF,1969,M11,1969 Nov,54.7
CUUR0000SEFF,1969,M12,1969 Dec,54.1
CUUR0000SEFF,1970,M01,1970 Jan,54.9
CUUR0000SEFF,1970,M02,1970 Feb,54.7
CUUR0000SEFF,1970,M03,1970 Mar,54.1
CUUR0000SEFF,1970,M04,1970 Apr,53.6
CUUR0000SEFF,1970,M05,1970 May,53.6
CUUR0000SEFF,1970,M06,1970 Jun,53.8
CUUR0000SEFF,1970,M07,1970 Jul,53.9
CUUR0000SEFF,1970,M08,1970 Aug,52.8
CUUR0000SEFF,1970,M09,1970 Sep,51.8
CUUR0000SEFF,1970,M10,1970 Oct,51.7
CUUR0000SEFF,1970,M11,1970 Nov,50.7
CUUR0000SEFF,1970,M12,1970 Dec,53.0
CUUR0000SEFF,1971,M01,1971 Jan,52.2
CUUR0000SEFF,1971,M02,1971 Feb,51.8
CUUR0000SEFF,1971,M03,1971 Mar,52.9
CUUR0000SEFF,1971,M04,1971 Apr,52.7
CUUR0000SEFF,1971,M05,1971 May,52.9
CUUR0000SEFF,1971,M06,1971 Jun,54.8
CUUR0000SEFF,1971,M07,1971 Jul,55.0
CUUR0000SEFF,1971,M08,1971 Aug,55.0
CUUR0000SEFF,1971,M09,1971 Sep,55.1
CUUR0000SEFF,1971,M10,1971 Oct,54.0
CUUR0000SEFF,1971,M11,1971 Nov,53.1
CUUR0000SEFF,1971,M12,1971 Dec,52.8
CUUR0000SEFF,1972,M01,1972 Jan,53.2
CUUR0000SEFF,1972,M02,1972 Feb,54.3
CUUR0000SEFF,1972,M03,1972 Mar,54.8
CUUR0000SEFF,1972,M04,1972 Apr,53.7
CUUR0000SEFF,1972,M05,1972 May,53.2
CUUR0000SEFF,1972,M06,1972 Jun,53.5
CUUR0000SEFF,1972,M07,1972 Jul,54.9
CUUR0000SEFF,1972,M08,1972 Aug,54.3
CUUR0000SEFF,1972,M09,1972 Sep,55.3
CUUR0000SEFF,1972,M10,1972 Oct,55.0
CUUR0000SEFF,1972,M11,1972 Nov,54.1
CUUR0000SEFF,1972,M12,1972 Dec,54.1
CUUR0000SEFF,1973,M01,1973 Jan,57.0
CUUR0000SEFF,1973,M02,1973 Feb,59.3
CUUR0000SEFF,1973,M03,1973 Mar,74.0
CUUR0000SEFF,1973,M04,1973 Apr,73.7
CUUR0000SEFF,1973,M05,1973 May,73.8
CUUR0000SEFF,1973,M06,1973 Jun,74.0
CUUR0000SEFF,1973,M07,1973 Jul,75.9
CUUR0000SEFF,1973,M08,1973 Aug,110.7
CUUR0000SEFF,1973,M09,1973 Sep,91.3
CUUR0000SEFF,1973,M10,1973 Oct,77.4
CUUR0000SEFF,1973,M11,1973 Nov,73.5
CUUR0000SEFF,1973,M12,1973 Dec,71.6
CUUR0000SEFF,1974,M01,1974 Jan,77.1
CUUR0000SEFF,1974,M02,1974 Feb,75.9
CUUR0000SEFF,1974,M03,1974 Mar,74.6
CUUR0000SEFF,1974,M04,1974 Apr,72.2
CUUR0000SEFF,1974,M05,1974 May,68.1
CUUR0000SEFF,1974,M06,1974 Jun,66.7
CUUR0000SEFF,1974,M07,1974 Jul,66.9
CUUR0000SEFF,1974,M08,1974 Aug,68.8
CUUR0000SEFF,1974,M09,1974 Sep,72.7
CUUR0000SEFF,1974,M10,1974 Oct,72.2
CUUR0000SEFF,1974,M11,1974 Nov,74.1
CUUR0000SEFF,1974,M12,1974 Dec,76.0
CUUR0000SEFF,1975,M01,1975 Jan,75.0
CUUR0000SEFF,1975,M02,1975 Feb,74.6
CUUR0000SEFF,1975,M03,1975 Mar,74.5
CUUR0000SEFF,1975,M04,1975 Apr,73.1
CUUR0000SEFF,1975,M05,1975 May,73.5
CUUR0000SEFF,1975,M06,1975 Jun,77.4
CUUR0000SEFF,1975,M07,1975 Jul,84.8
CUUR0000SEFF,1975,M08,1975 Aug,85.6
CUUR0000SEFF,1975,M09,1975 Sep,87.0
CUUR0000SEFF,1975,M10,1975 Oct,84.2
CUUR0000SEFF,1975,M11,1975 Nov,84.0
CUUR0000SEFF,1975,M12,1975 Dec,82.7
CUUR0000SEFF,1976,M01,1976 Jan,80.8
CUUR0000SEFF,1976,M02,1976 Feb,78.5
CUUR0000SEFF,1976,M03,1976 Mar,77.4
CUUR0000SEFF,1976,M04,1976 Apr,77.6
CUUR0000SEFF,1976,M05,1976 May,76.2
CUUR0000SEFF,1976,M06,1976 Jun,78.9
CUUR0000SEFF,1976,M07,1976 Jul,79.5
CUUR0000SEFF,1976,M08,1976 Aug,77.7
CUUR0000SEFF,1976,M09,1976 Sep,76.1
